checked_utc,repository,github_size_kb,github_size_mb,working_tree_kb,working_tree_mb,git_size_pack,git_size_garbage,watch_status
2026-06-01T12:10:51Z,Ventusltd/globalgrid2050,79586,77.72,524472,512.18,81.78 MiB,0,normal
