source,settlementDate,settlementPeriod,periodStartUTC,systemBuyPriceGBPperMWh,systemSellPriceGBPperMWh,netImbalanceVolumeMWh,fetchedAtUTC
Elexon BMRS System Prices,2024-01-02,47,2024-01-02T23:00:00Z,126.00,126.00,592.75,2026-05-26T01:56:39.642238Z
Elexon BMRS System Prices,2024-01-02,48,2024-01-02T23:30:00Z,126.00,126.00,461.82,2026-05-26T01:56:39.642238Z
Elexon BMRS System Prices,2024-01-03,1,2024-01-03T00:00:00Z,108.70,108.70,200.81,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,2,2024-01-03T00:30:00Z,102.90,102.90,136.76,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,3,2024-01-03T01:00:00Z,102.56,102.56,332.14,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,4,2024-01-03T01:30:00Z,80.81,80.81,229.20,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,5,2024-01-03T02:00:00Z,100.00,100.00,119.72,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,6,2024-01-03T02:30:00Z,100.00,100.00,167.09,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,7,2024-01-03T03:00:00Z,84.63,84.63,265.12,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,8,2024-01-03T03:30:00Z,80.15,80.15,160.07,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,9,2024-01-03T04:00:00Z,100.00,100.00,42.19,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,10,2024-01-03T04:30:00Z,76.65,76.65,105.01,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,11,2024-01-03T05:00:00Z,30.00,30.00,-207.18,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,12,2024-01-03T05:30:00Z,30.00,30.00,-322.21,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,13,2024-01-03T06:00:00Z,30.84,30.84,-755.98,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,14,2024-01-03T06:30:00Z,32.15,32.15,-379.75,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,15,2024-01-03T07:00:00Z,32.00,32.00,-247.97,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,16,2024-01-03T07:30:00Z,5.00,5.00,-136.05,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,17,2024-01-03T08:00:00Z,5.00,5.00,-213.71,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,18,2024-01-03T08:30:00Z,96.90,96.90,69.00,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,19,2024-01-03T09:00:00Z,119.00,119.00,213.92,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,20,2024-01-03T09:30:00Z,119.00,119.00,231.50,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,21,2024-01-03T10:00:00Z,119.00,119.00,243.06,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,22,2024-01-03T10:30:00Z,101.50,101.50,159.49,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,23,2024-01-03T11:00:00Z,119.00,119.00,314.93,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,24,2024-01-03T11:30:00Z,101.50,101.50,135.00,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,25,2024-01-03T12:00:00Z,101.50,101.50,7.07,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,26,2024-01-03T12:30:00Z,104.00,104.00,27.53,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,27,2024-01-03T13:00:00Z,105.00,105.00,70.24,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,28,2024-01-03T13:30:00Z,100.00,100.00,14.36,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,29,2024-01-03T14:00:00Z,41.04,41.04,-76.01,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,30,2024-01-03T14:30:00Z,41.04,41.04,-98.49,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,31,2024-01-03T15:00:00Z,41.30,41.30,-16.86,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,32,2024-01-03T15:30:00Z,41.30,41.30,-221.58,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,33,2024-01-03T16:00:00Z,42.54,42.54,-131.34,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,34,2024-01-03T16:30:00Z,105.00,105.00,3.01,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,35,2024-01-03T17:00:00Z,44.00,44.00,-1.14,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,36,2024-01-03T17:30:00Z,105.00,105.00,27.72,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,37,2024-01-03T18:00:00Z,105.00,105.00,115.63,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,38,2024-01-03T18:30:00Z,105.00,105.00,97.00,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,39,2024-01-03T19:00:00Z,105.00,105.00,3.95,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,40,2024-01-03T19:30:00Z,45.00,45.00,-287.64,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,41,2024-01-03T20:00:00Z,45.00,45.00,-265.55,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,42,2024-01-03T20:30:00Z,45.15,45.15,-366.76,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,43,2024-01-03T21:00:00Z,45.50,45.50,-123.82,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,44,2024-01-03T21:30:00Z,109.00,109.00,183.70,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,45,2024-01-03T22:00:00Z,99.99,99.99,21.77,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,46,2024-01-03T22:30:00Z,99.99,99.99,104.64,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,47,2024-01-03T23:00:00Z,99.00,99.00,56.98,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-03,48,2024-01-03T23:30:00Z,99.00,99.00,3.19,2026-05-26T01:56:40.364286Z
Elexon BMRS System Prices,2024-01-04,1,2024-01-04T00:00:00Z,44.52,44.52,-46.69,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,2,2024-01-04T00:30:00Z,39.22,39.22,-410.51,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,3,2024-01-04T01:00:00Z,30.18,30.18,-355.92,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,4,2024-01-04T01:30:00Z,30.66,30.66,-271.55,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,5,2024-01-04T02:00:00Z,22.69,22.69,-134.50,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,6,2024-01-04T02:30:00Z,24.46,24.46,-80.92,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,7,2024-01-04T03:00:00Z,27.86,27.86,-212.20,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,8,2024-01-04T03:30:00Z,27.71,27.71,-219.34,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,9,2024-01-04T04:00:00Z,45.36,45.36,-184.71,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,10,2024-01-04T04:30:00Z,46.65,46.65,-137.77,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,11,2024-01-04T05:00:00Z,58.38,58.38,-550.42,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,12,2024-01-04T05:30:00Z,57.16,57.16,-886.86,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,13,2024-01-04T06:00:00Z,30.25,30.25,-547.84,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,14,2024-01-04T06:30:00Z,30.00,30.00,-1038.85,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,15,2024-01-04T07:00:00Z,30.00,30.00,-746.63,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,16,2024-01-04T07:30:00Z,50.00,50.00,-55.86,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,17,2024-01-04T08:00:00Z,98.00,98.00,41.66,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,18,2024-01-04T08:30:00Z,41.00,41.00,-110.76,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,19,2024-01-04T09:00:00Z,38.93,38.93,-533.30,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,20,2024-01-04T09:30:00Z,45.00,45.00,-366.61,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,21,2024-01-04T10:00:00Z,41.00,41.00,-373.26,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,22,2024-01-04T10:30:00Z,97.96,97.96,66.91,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,23,2024-01-04T11:00:00Z,52.00,52.00,-17.15,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,24,2024-01-04T11:30:00Z,95.89,95.89,129.24,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,25,2024-01-04T12:00:00Z,98.00,98.00,245.39,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,26,2024-01-04T12:30:00Z,108.24,108.24,270.51,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,27,2024-01-04T13:00:00Z,122.14,122.14,360.04,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,28,2024-01-04T13:30:00Z,119.95,119.95,223.48,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,29,2024-01-04T14:00:00Z,98.00,98.00,119.84,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,30,2024-01-04T14:30:00Z,98.00,98.00,30.94,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,31,2024-01-04T15:00:00Z,101.32,101.32,328.67,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,32,2024-01-04T15:30:00Z,100.03,100.03,226.73,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,33,2024-01-04T16:00:00Z,129.00,129.00,108.05,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,34,2024-01-04T16:30:00Z,52.00,52.00,-87.12,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,35,2024-01-04T17:00:00Z,55.06,55.06,-33.55,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,36,2024-01-04T17:30:00Z,132.50,132.50,29.92,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,37,2024-01-04T18:00:00Z,55.20,55.20,-24.83,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,38,2024-01-04T18:30:00Z,55.20,55.20,-233.51,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,39,2024-01-04T19:00:00Z,127.00,127.00,169.35,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,40,2024-01-04T19:30:00Z,119.00,119.00,373.77,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,41,2024-01-04T20:00:00Z,105.55,105.55,96.95,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,42,2024-01-04T20:30:00Z,56.53,56.53,-48.18,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,43,2024-01-04T21:00:00Z,105.00,105.00,65.50,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,44,2024-01-04T21:30:00Z,56.60,56.60,-130.47,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,45,2024-01-04T22:00:00Z,57.00,57.00,-103.41,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,46,2024-01-04T22:30:00Z,122.00,122.00,116.86,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,47,2024-01-04T23:00:00Z,112.00,112.00,449.04,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-04,48,2024-01-04T23:30:00Z,116.00,116.00,387.97,2026-05-26T01:56:41.040378Z
Elexon BMRS System Prices,2024-01-05,1,2024-01-05T00:00:00Z,59.13,59.13,-36.67,2026-05-26T01:56:41.698012Z
Elexon BMRS System Prices,2024-01-05,2,2024-01-05T00:30:00Z,96.78,96.78,56.43,2026-05-26T01:56:41.698012Z
Elexon BMRS System Prices,2024-01-05,3,2024-01-05T01:00:00Z,94.00,94.00,20.90,2026-05-26T01:56:41.698012Z
Elexon BMRS System Prices,2024-01-05,4,2024-01-05T01:30:00Z,56.76,56.76,-86.15,2026-05-26T01:56:41.698012Z
Elexon BMRS System Prices,2024-01-05,5,2024-01-05T02:00:00Z,55.04,55.04,-43.95,2026-05-26T01:56:41.698012Z
Elexon BMRS System Prices,2024-01-05,6,2024-01-05T02:30:00Z,55.00,55.00,-145.63,2026-05-26T01:56:41.698012Z
Elexon BMRS System Prices,2024-01-05,7,2024-01-05T03:00:00Z,39.00,39.00,-406.46,2026-05-26T01:56:41.698012Z
Elexon BMRS System Prices,2024-01-05,8,2024-01-05T03:30:00Z,39.00,39.00,-407.10,2026-05-26T01:56:41.698012Z
Elexon BMRS System Prices,2024-01-05,9,2024-01-05T04:00:00Z,50.00,50.00,-359.61,2026-05-26T01:56:41.698012Z
Elexon BMRS System Prices,2024-01-05,10,2024-01-05T04:30:00Z,51.55,51.55,-274.23,2026-05-26T01:56:41.698012Z
Elexon BMRS System Prices,2024-01-05,11,2024-01-05T05:00:00Z,57.05,57.05,-463.83,2026-05-26T01:56:41.698012Z
Elexon BMRS System Prices,2024-01-05,12,2024-01-05T05:30:00Z,57.62,57.62,-412.57,2026-05-26T01:56:41.698012Z
