source,settlementDate,settlementPeriod,periodStartUTC,systemBuyPriceGBPperMWh,systemSellPriceGBPperMWh,netImbalanceVolumeMWh,fetchedAtUTC
Elexon BMRS System Prices,2016-01-01,1,2016-01-01T00:00:00Z,29.60,29.60,-253.35,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,2,2016-01-01T00:30:00Z,48.14,48.14,55.89,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,3,2016-01-01T01:00:00Z,49.02,49.02,239.79,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,4,2016-01-01T01:30:00Z,46.00,46.00,18.18,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,5,2016-01-01T02:00:00Z,48.50,48.50,89.08,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,6,2016-01-01T02:30:00Z,48.50,48.50,161.23,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,7,2016-01-01T03:00:00Z,59.00,59.00,465.94,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,8,2016-01-01T03:30:00Z,49.94,49.94,162.26,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,9,2016-01-01T04:00:00Z,54.24,54.24,208.82,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,10,2016-01-01T04:30:00Z,48.50,48.50,122.62,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,11,2016-01-01T05:00:00Z,41.93,41.93,11.40,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,12,2016-01-01T05:30:00Z,30.31,30.31,-117.86,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,13,2016-01-01T06:00:00Z,30.07,30.07,-311.20,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,14,2016-01-01T06:30:00Z,30.07,30.07,-344.39,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,15,2016-01-01T07:00:00Z,30.20,30.20,-162.59,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,16,2016-01-01T07:30:00Z,30.20,30.20,-131.82,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,17,2016-01-01T08:00:00Z,29.60,29.60,-384.89,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,18,2016-01-01T08:30:00Z,30.20,30.20,-189.00,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,19,2016-01-01T09:00:00Z,30.31,30.31,-99.82,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,20,2016-01-01T09:30:00Z,31.25,31.25,-41.57,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,21,2016-01-01T10:00:00Z,46.00,46.00,15.69,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,22,2016-01-01T10:30:00Z,46.00,46.00,78.17,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,23,2016-01-01T11:00:00Z,31.25,31.25,-4.44,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,24,2016-01-01T11:30:00Z,47.91,47.91,238.78,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,25,2016-01-01T12:00:00Z,48.00,48.00,544.31,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,26,2016-01-01T12:30:00Z,48.60,48.60,733.55,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,27,2016-01-01T13:00:00Z,48.00,48.00,469.14,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,28,2016-01-01T13:30:00Z,47.46,47.46,72.05,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,29,2016-01-01T14:00:00Z,31.25,31.25,-39.21,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,30,2016-01-01T14:30:00Z,30.20,30.20,-237.34,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,31,2016-01-01T15:00:00Z,30.20,30.20,-235.71,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,32,2016-01-01T15:30:00Z,30.20,30.20,-256.19,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,33,2016-01-01T16:00:00Z,30.20,30.20,-183.55,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,34,2016-01-01T16:30:00Z,29.60,29.60,-647.65,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,35,2016-01-01T17:00:00Z,30.01,30.01,-417.06,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,36,2016-01-01T17:30:00Z,29.60,29.60,-604.42,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,37,2016-01-01T18:00:00Z,29.95,29.95,-451.95,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,38,2016-01-01T18:30:00Z,29.60,29.60,-641.74,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,39,2016-01-01T19:00:00Z,30.20,30.20,-202.55,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,40,2016-01-01T19:30:00Z,48.00,48.00,86.03,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,41,2016-01-01T20:00:00Z,30.20,30.20,-112.69,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,42,2016-01-01T20:30:00Z,31.87,31.87,-31.57,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,43,2016-01-01T21:00:00Z,39.99,39.99,320.25,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,44,2016-01-01T21:30:00Z,30.69,30.69,-32.24,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,45,2016-01-01T22:00:00Z,30.20,30.20,-262.47,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,46,2016-01-01T22:30:00Z,29.60,29.60,-438.49,2026-05-26T02:30:51.329819Z
Elexon BMRS System Prices,2016-01-01,47,2016-01-01T23:00:00Z,39.28,39.28,31.03,2026-05-26T02:30:51.329819Z
