source,settlementDate,settlementPeriod,periodStartUTC,systemBuyPriceGBPperMWh,systemSellPriceGBPperMWh,netImbalanceVolumeMWh,fetchedAtUTC
Elexon BMRS System Prices,2017-01-01,1,2017-01-01T00:00:00Z,40.00,40.00,-251.87,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,2,2017-01-01T00:30:00Z,46.87,46.87,26.72,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,3,2017-01-01T01:00:00Z,40.25,40.25,-93.07,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,4,2017-01-01T01:30:00Z,40.05,40.05,-403.28,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,5,2017-01-01T02:00:00Z,40.02,40.02,-447.98,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,6,2017-01-01T02:30:00Z,40.05,40.05,-251.65,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,7,2017-01-01T03:00:00Z,40.05,40.05,-219.85,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,8,2017-01-01T03:30:00Z,39.20,39.20,-325.63,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,9,2017-01-01T04:00:00Z,40.18,40.18,-105.76,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,10,2017-01-01T04:30:00Z,40.25,40.25,-24.49,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,11,2017-01-01T05:00:00Z,63.93,63.93,77.67,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,12,2017-01-01T05:30:00Z,38.50,38.50,-104.19,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,13,2017-01-01T06:00:00Z,38.10,38.10,-281.55,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,14,2017-01-01T06:30:00Z,38.27,38.27,-332.70,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,15,2017-01-01T07:00:00Z,38.50,38.50,-299.66,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,16,2017-01-01T07:30:00Z,34.06,34.06,-725.81,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,17,2017-01-01T08:00:00Z,25.00,25.00,-631.39,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,18,2017-01-01T08:30:00Z,35.03,35.03,-352.56,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,19,2017-01-01T09:00:00Z,38.50,38.50,-225.53,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,20,2017-01-01T09:30:00Z,63.95,63.95,16.93,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,21,2017-01-01T10:00:00Z,38.50,38.50,-215.00,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,22,2017-01-01T10:30:00Z,33.39,33.39,-314.88,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,23,2017-01-01T11:00:00Z,38.51,38.51,-213.13,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,24,2017-01-01T11:30:00Z,38.56,38.56,-205.36,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,25,2017-01-01T12:00:00Z,38.56,38.56,-346.31,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,26,2017-01-01T12:30:00Z,38.56,38.56,-398.51,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,27,2017-01-01T13:00:00Z,38.62,38.62,-460.22,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,28,2017-01-01T13:30:00Z,38.56,38.56,-422.05,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,29,2017-01-01T14:00:00Z,38.60,38.60,-366.10,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,30,2017-01-01T14:30:00Z,38.95,38.95,-154.73,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,31,2017-01-01T15:00:00Z,38.97,38.97,-37.55,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,32,2017-01-01T15:30:00Z,38.56,38.56,-189.06,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,33,2017-01-01T16:00:00Z,38.56,38.56,-151.84,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,34,2017-01-01T16:30:00Z,38.68,38.68,-304.67,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,35,2017-01-01T17:00:00Z,39.55,39.55,-14.25,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,36,2017-01-01T17:30:00Z,39.11,39.11,-165.31,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,37,2017-01-01T18:00:00Z,39.05,39.05,-505.61,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,38,2017-01-01T18:30:00Z,39.11,39.11,-193.88,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,39,2017-01-01T19:00:00Z,77.00,77.00,171.99,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,40,2017-01-01T19:30:00Z,39.11,39.11,-91.18,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,41,2017-01-01T20:00:00Z,58.58,58.58,32.38,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,42,2017-01-01T20:30:00Z,72.39,72.39,277.71,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,43,2017-01-01T21:00:00Z,39.11,39.11,-115.25,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,44,2017-01-01T21:30:00Z,53.65,53.65,33.96,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,45,2017-01-01T22:00:00Z,61.95,61.95,196.83,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,46,2017-01-01T22:30:00Z,61.50,61.50,76.01,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,47,2017-01-01T23:00:00Z,39.50,39.50,-18.63,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-01,48,2017-01-01T23:30:00Z,61.45,61.45,64.62,2026-05-26T02:26:33.371196Z
Elexon BMRS System Prices,2017-01-02,1,2017-01-02T00:00:00Z,38.95,38.95,-245.60,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,2,2017-01-02T00:30:00Z,38.99,38.99,-104.80,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,3,2017-01-02T01:00:00Z,38.65,38.65,-148.82,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,4,2017-01-02T01:30:00Z,37.83,37.83,-383.37,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,5,2017-01-02T02:00:00Z,37.61,37.61,-576.46,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,6,2017-01-02T02:30:00Z,37.61,37.61,-411.28,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,7,2017-01-02T03:00:00Z,32.81,32.81,-204.97,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,8,2017-01-02T03:30:00Z,30.98,30.98,-324.53,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,9,2017-01-02T04:00:00Z,31.42,31.42,-296.73,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,10,2017-01-02T04:30:00Z,33.00,33.00,-139.84,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,11,2017-01-02T05:00:00Z,60.02,60.02,48.36,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,12,2017-01-02T05:30:00Z,57.66,57.66,39.17,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,13,2017-01-02T06:00:00Z,62.00,62.00,4.02,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,14,2017-01-02T06:30:00Z,38.05,38.05,-196.25,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,15,2017-01-02T07:00:00Z,38.05,38.05,-579.20,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,16,2017-01-02T07:30:00Z,38.65,38.65,-438.60,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,17,2017-01-02T08:00:00Z,38.57,38.57,-409.59,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,18,2017-01-02T08:30:00Z,38.70,38.70,-321.35,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,19,2017-01-02T09:00:00Z,38.10,38.10,-190.71,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,20,2017-01-02T09:30:00Z,39.22,39.22,-112.90,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,21,2017-01-02T10:00:00Z,39.31,39.31,-229.69,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,22,2017-01-02T10:30:00Z,39.00,39.00,-235.42,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,23,2017-01-02T11:00:00Z,38.75,38.75,-325.27,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,24,2017-01-02T11:30:00Z,39.00,39.00,-436.15,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,25,2017-01-02T12:00:00Z,39.07,39.07,-531.81,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,26,2017-01-02T12:30:00Z,39.53,39.53,-546.85,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,27,2017-01-02T13:00:00Z,39.55,39.55,-569.20,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,28,2017-01-02T13:30:00Z,39.58,39.58,-462.88,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,29,2017-01-02T14:00:00Z,39.42,39.42,-542.08,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,30,2017-01-02T14:30:00Z,39.42,39.42,-326.54,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,31,2017-01-02T15:00:00Z,39.56,39.56,-356.84,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,32,2017-01-02T15:30:00Z,39.66,39.66,-235.26,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,33,2017-01-02T16:00:00Z,39.56,39.56,-426.19,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,34,2017-01-02T16:30:00Z,102.52,102.52,41.02,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,35,2017-01-02T17:00:00Z,40.10,40.10,-1.27,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,36,2017-01-02T17:30:00Z,120.00,120.00,257.49,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,37,2017-01-02T18:00:00Z,120.00,120.00,313.74,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,38,2017-01-02T18:30:00Z,120.00,120.00,267.83,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,39,2017-01-02T19:00:00Z,40.10,40.10,-11.41,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,40,2017-01-02T19:30:00Z,39.95,39.95,-193.47,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,41,2017-01-02T20:00:00Z,39.88,39.88,-182.28,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,42,2017-01-02T20:30:00Z,39.86,39.86,-160.82,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,43,2017-01-02T21:00:00Z,39.84,39.84,-350.02,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,44,2017-01-02T21:30:00Z,39.75,39.75,-660.27,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,45,2017-01-02T22:00:00Z,39.77,39.77,-518.28,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,46,2017-01-02T22:30:00Z,39.77,39.77,-579.00,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,47,2017-01-02T23:00:00Z,39.86,39.86,-344.91,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-02,48,2017-01-02T23:30:00Z,38.01,38.01,-672.24,2026-05-26T02:26:34.045462Z
Elexon BMRS System Prices,2017-01-03,1,2017-01-03T00:00:00Z,37.05,37.05,-786.50,2026-05-26T02:26:34.753681Z
Elexon BMRS System Prices,2017-01-03,2,2017-01-03T00:30:00Z,38.92,38.92,-557.49,2026-05-26T02:26:34.753681Z
Elexon BMRS System Prices,2017-01-03,3,2017-01-03T01:00:00Z,34.96,34.96,-941.22,2026-05-26T02:26:34.753681Z
Elexon BMRS System Prices,2017-01-03,4,2017-01-03T01:30:00Z,34.96,34.96,-1001.27,2026-05-26T02:26:34.753681Z
Elexon BMRS System Prices,2017-01-03,5,2017-01-03T02:00:00Z,34.40,34.40,-1208.76,2026-05-26T02:26:34.753681Z
Elexon BMRS System Prices,2017-01-03,6,2017-01-03T02:30:00Z,34.58,34.58,-1309.49,2026-05-26T02:26:34.753681Z
Elexon BMRS System Prices,2017-01-03,7,2017-01-03T03:00:00Z,33.29,33.29,-929.27,2026-05-26T02:26:34.753681Z
Elexon BMRS System Prices,2017-01-03,8,2017-01-03T03:30:00Z,33.00,33.00,-766.57,2026-05-26T02:26:34.753681Z
Elexon BMRS System Prices,2017-01-03,9,2017-01-03T04:00:00Z,33.41,33.41,-273.96,2026-05-26T02:26:34.753681Z
Elexon BMRS System Prices,2017-01-03,10,2017-01-03T04:30:00Z,33.00,33.00,-167.63,2026-05-26T02:26:34.753681Z
Elexon BMRS System Prices,2017-01-03,11,2017-01-03T05:00:00Z,33.00,33.00,-356.09,2026-05-26T02:26:34.753681Z
Elexon BMRS System Prices,2017-01-03,12,2017-01-03T05:30:00Z,34.92,34.92,-664.53,2026-05-26T02:26:34.753681Z
Elexon BMRS System Prices,2017-01-03,13,2017-01-03T06:00:00Z,35.25,35.25,-507.25,2026-05-26T02:26:34.753681Z
