time,technology,generationMW,source
2025-01-01T00:00:00Z,Biomass,962.000,Elexon BMRS FUELHH
2025-01-01T00:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-01-01T00:00:00Z,Gas,3711.000,Elexon BMRS FUELHH
2025-01-01T00:00:00Z,Hydro,744.000,Elexon BMRS FUELHH
2025-01-01T00:00:00Z,Imports & Exports,-3380.000,Elexon BMRS FUELHH
2025-01-01T00:00:00Z,Nuclear,5062.000,Elexon BMRS FUELHH
2025-01-01T00:00:00Z,Other,223.000,Elexon BMRS FUELHH
2025-01-01T00:00:00Z,Pumped Storage,-1218.000,Elexon BMRS FUELHH
2025-01-01T00:00:00Z,Wind,15799.000,Elexon BMRS FUELHH
2025-01-01T00:30:00Z,Biomass,1097.000,Elexon BMRS FUELHH
2025-01-01T00:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-01-01T00:30:00Z,Gas,3935.000,Elexon BMRS FUELHH
2025-01-01T00:30:00Z,Hydro,745.000,Elexon BMRS FUELHH
2025-01-01T00:30:00Z,Imports & Exports,-3182.000,Elexon BMRS FUELHH
2025-01-01T00:30:00Z,Nuclear,5059.000,Elexon BMRS FUELHH
2025-01-01T00:30:00Z,Other,281.000,Elexon BMRS FUELHH
2025-01-01T00:30:00Z,Pumped Storage,-1246.000,Elexon BMRS FUELHH
2025-01-01T00:30:00Z,Wind,15317.000,Elexon BMRS FUELHH
2025-01-01T01:00:00Z,Biomass,1106.000,Elexon BMRS FUELHH
2025-01-01T01:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-01-01T01:00:00Z,Gas,3769.000,Elexon BMRS FUELHH
2025-01-01T01:00:00Z,Hydro,744.000,Elexon BMRS FUELHH
2025-01-01T01:00:00Z,Imports & Exports,-2570.000,Elexon BMRS FUELHH
2025-01-01T01:00:00Z,Nuclear,5056.000,Elexon BMRS FUELHH
2025-01-01T01:00:00Z,Other,293.000,Elexon BMRS FUELHH
2025-01-01T01:00:00Z,Pumped Storage,-1208.000,Elexon BMRS FUELHH
2025-01-01T01:00:00Z,Wind,14992.000,Elexon BMRS FUELHH
2025-01-01T01:30:00Z,Biomass,1083.000,Elexon BMRS FUELHH
2025-01-01T01:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-01-01T01:30:00Z,Gas,3719.000,Elexon BMRS FUELHH
2025-01-01T01:30:00Z,Hydro,745.000,Elexon BMRS FUELHH
2025-01-01T01:30:00Z,Imports & Exports,-2542.000,Elexon BMRS FUELHH
2025-01-01T01:30:00Z,Nuclear,5057.000,Elexon BMRS FUELHH
2025-01-01T01:30:00Z,Other,223.000,Elexon BMRS FUELHH
2025-01-01T01:30:00Z,Pumped Storage,-1448.000,Elexon BMRS FUELHH
2025-01-01T01:30:00Z,Wind,14580.000,Elexon BMRS FUELHH
2025-01-01T02:00:00Z,Biomass,1007.000,Elexon BMRS FUELHH
2025-01-01T02:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-01-01T02:00:00Z,Gas,3675.000,Elexon BMRS FUELHH
2025-01-01T02:00:00Z,Hydro,737.000,Elexon BMRS FUELHH
2025-01-01T02:00:00Z,Imports & Exports,-3556.000,Elexon BMRS FUELHH
2025-01-01T02:00:00Z,Nuclear,5057.000,Elexon BMRS FUELHH
2025-01-01T02:00:00Z,Other,229.000,Elexon BMRS FUELHH
2025-01-01T02:00:00Z,Pumped Storage,-1374.000,Elexon BMRS FUELHH
2025-01-01T02:00:00Z,Wind,14685.000,Elexon BMRS FUELHH
2025-01-01T02:30:00Z,Biomass,818.000,Elexon BMRS FUELHH
2025-01-01T02:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-01-01T02:30:00Z,Gas,3260.000,Elexon BMRS FUELHH
2025-01-01T02:30:00Z,Hydro,757.000,Elexon BMRS FUELHH
2025-01-01T02:30:00Z,Imports & Exports,-3598.000,Elexon BMRS FUELHH
2025-01-01T02:30:00Z,Nuclear,5054.000,Elexon BMRS FUELHH
2025-01-01T02:30:00Z,Other,241.000,Elexon BMRS FUELHH
2025-01-01T02:30:00Z,Pumped Storage,-1346.000,Elexon BMRS FUELHH
2025-01-01T02:30:00Z,Wind,15020.000,Elexon BMRS FUELHH
2025-01-01T03:00:00Z,Biomass,794.000,Elexon BMRS FUELHH
2025-01-01T03:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-01-01T03:00:00Z,Gas,3012.000,Elexon BMRS FUELHH
2025-01-01T03:00:00Z,Hydro,763.000,Elexon BMRS FUELHH
2025-01-01T03:00:00Z,Imports & Exports,-3870.000,Elexon BMRS FUELHH
2025-01-01T03:00:00Z,Nuclear,5056.000,Elexon BMRS FUELHH
2025-01-01T03:00:00Z,Other,259.000,Elexon BMRS FUELHH
2025-01-01T03:00:00Z,Pumped Storage,-950.000,Elexon BMRS FUELHH
2025-01-01T03:00:00Z,Wind,14831.000,Elexon BMRS FUELHH
2025-01-01T03:30:00Z,Biomass,788.000,Elexon BMRS FUELHH
2025-01-01T03:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-01-01T03:30:00Z,Gas,2974.000,Elexon BMRS FUELHH
2025-01-01T03:30:00Z,Hydro,764.000,Elexon BMRS FUELHH
2025-01-01T03:30:00Z,Imports & Exports,-3938.000,Elexon BMRS FUELHH
2025-01-01T03:30:00Z,Nuclear,5056.000,Elexon BMRS FUELHH
2025-01-01T03:30:00Z,Other,205.000,Elexon BMRS FUELHH
2025-01-01T03:30:00Z,Pumped Storage,-1072.000,Elexon BMRS FUELHH
2025-01-01T03:30:00Z,Wind,15021.000,Elexon BMRS FUELHH
