time,technology,generationMW,source
2025-09-30T23:00:00Z,Biomass,3320.000,Elexon BMRS FUELHH
2025-09-30T23:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-09-30T23:00:00Z,Gas,7061.000,Elexon BMRS FUELHH
2025-09-30T23:00:00Z,Hydro,211.000,Elexon BMRS FUELHH
2025-09-30T23:00:00Z,Imports & Exports,1918.000,Elexon BMRS FUELHH
2025-09-30T23:00:00Z,Nuclear,2507.000,Elexon BMRS FUELHH
2025-09-30T23:00:00Z,Other,412.000,Elexon BMRS FUELHH
2025-09-30T23:00:00Z,Pumped Storage,-74.000,Elexon BMRS FUELHH
2025-09-30T23:00:00Z,Wind,7114.000,Elexon BMRS FUELHH
2025-09-30T23:30:00Z,Biomass,3315.000,Elexon BMRS FUELHH
2025-09-30T23:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-09-30T23:30:00Z,Gas,7013.000,Elexon BMRS FUELHH
2025-09-30T23:30:00Z,Hydro,210.000,Elexon BMRS FUELHH
2025-09-30T23:30:00Z,Imports & Exports,1908.000,Elexon BMRS FUELHH
2025-09-30T23:30:00Z,Nuclear,2508.000,Elexon BMRS FUELHH
2025-09-30T23:30:00Z,Other,441.000,Elexon BMRS FUELHH
2025-09-30T23:30:00Z,Pumped Storage,-138.000,Elexon BMRS FUELHH
2025-09-30T23:30:00Z,Wind,7097.000,Elexon BMRS FUELHH
2025-10-01T00:00:00Z,Biomass,3319.000,Elexon BMRS FUELHH
2025-10-01T00:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T00:00:00Z,Gas,6955.000,Elexon BMRS FUELHH
2025-10-01T00:00:00Z,Hydro,208.000,Elexon BMRS FUELHH
2025-10-01T00:00:00Z,Imports & Exports,1320.000,Elexon BMRS FUELHH
2025-10-01T00:00:00Z,Nuclear,2510.000,Elexon BMRS FUELHH
2025-10-01T00:00:00Z,Other,428.000,Elexon BMRS FUELHH
2025-10-01T00:00:00Z,Pumped Storage,-158.000,Elexon BMRS FUELHH
2025-10-01T00:00:00Z,Wind,7109.000,Elexon BMRS FUELHH
2025-10-01T00:30:00Z,Biomass,3316.000,Elexon BMRS FUELHH
2025-10-01T00:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T00:30:00Z,Gas,7048.000,Elexon BMRS FUELHH
2025-10-01T00:30:00Z,Hydro,210.000,Elexon BMRS FUELHH
2025-10-01T00:30:00Z,Imports & Exports,1304.000,Elexon BMRS FUELHH
2025-10-01T00:30:00Z,Nuclear,2509.000,Elexon BMRS FUELHH
2025-10-01T00:30:00Z,Other,427.000,Elexon BMRS FUELHH
2025-10-01T00:30:00Z,Pumped Storage,-404.000,Elexon BMRS FUELHH
2025-10-01T00:30:00Z,Wind,7380.000,Elexon BMRS FUELHH
2025-10-01T01:00:00Z,Biomass,3320.000,Elexon BMRS FUELHH
2025-10-01T01:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T01:00:00Z,Gas,6743.000,Elexon BMRS FUELHH
2025-10-01T01:00:00Z,Hydro,227.000,Elexon BMRS FUELHH
2025-10-01T01:00:00Z,Imports & Exports,1286.000,Elexon BMRS FUELHH
2025-10-01T01:00:00Z,Nuclear,2512.000,Elexon BMRS FUELHH
2025-10-01T01:00:00Z,Other,427.000,Elexon BMRS FUELHH
2025-10-01T01:00:00Z,Pumped Storage,-454.000,Elexon BMRS FUELHH
2025-10-01T01:00:00Z,Wind,7472.000,Elexon BMRS FUELHH
2025-10-01T01:30:00Z,Biomass,3321.000,Elexon BMRS FUELHH
2025-10-01T01:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T01:30:00Z,Gas,6762.000,Elexon BMRS FUELHH
2025-10-01T01:30:00Z,Hydro,229.000,Elexon BMRS FUELHH
2025-10-01T01:30:00Z,Imports & Exports,1344.000,Elexon BMRS FUELHH
2025-10-01T01:30:00Z,Nuclear,2514.000,Elexon BMRS FUELHH
2025-10-01T01:30:00Z,Other,312.000,Elexon BMRS FUELHH
2025-10-01T01:30:00Z,Pumped Storage,-532.000,Elexon BMRS FUELHH
2025-10-01T01:30:00Z,Wind,7324.000,Elexon BMRS FUELHH
2025-10-01T02:00:00Z,Biomass,3323.000,Elexon BMRS FUELHH
2025-10-01T02:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T02:00:00Z,Gas,6711.000,Elexon BMRS FUELHH
2025-10-01T02:00:00Z,Hydro,229.000,Elexon BMRS FUELHH
2025-10-01T02:00:00Z,Imports & Exports,1024.000,Elexon BMRS FUELHH
2025-10-01T02:00:00Z,Nuclear,2513.000,Elexon BMRS FUELHH
2025-10-01T02:00:00Z,Other,528.000,Elexon BMRS FUELHH
2025-10-01T02:00:00Z,Pumped Storage,-412.000,Elexon BMRS FUELHH
2025-10-01T02:00:00Z,Wind,7328.000,Elexon BMRS FUELHH
2025-10-01T02:30:00Z,Biomass,3322.000,Elexon BMRS FUELHH
2025-10-01T02:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T02:30:00Z,Gas,6644.000,Elexon BMRS FUELHH
2025-10-01T02:30:00Z,Hydro,228.000,Elexon BMRS FUELHH
2025-10-01T02:30:00Z,Imports & Exports,1104.000,Elexon BMRS FUELHH
2025-10-01T02:30:00Z,Nuclear,2514.000,Elexon BMRS FUELHH
2025-10-01T02:30:00Z,Other,480.000,Elexon BMRS FUELHH
2025-10-01T02:30:00Z,Pumped Storage,-530.000,Elexon BMRS FUELHH
2025-10-01T02:30:00Z,Wind,7283.000,Elexon BMRS FUELHH
2025-10-01T03:00:00Z,Biomass,3322.000,Elexon BMRS FUELHH
2025-10-01T03:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T03:00:00Z,Gas,6682.000,Elexon BMRS FUELHH
2025-10-01T03:00:00Z,Hydro,227.000,Elexon BMRS FUELHH
2025-10-01T03:00:00Z,Imports & Exports,968.000,Elexon BMRS FUELHH
2025-10-01T03:00:00Z,Nuclear,2515.000,Elexon BMRS FUELHH
2025-10-01T03:00:00Z,Other,418.000,Elexon BMRS FUELHH
2025-10-01T03:00:00Z,Pumped Storage,-478.000,Elexon BMRS FUELHH
2025-10-01T03:00:00Z,Wind,7221.000,Elexon BMRS FUELHH
2025-10-01T03:30:00Z,Biomass,3324.000,Elexon BMRS FUELHH
2025-10-01T03:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T03:30:00Z,Gas,6714.000,Elexon BMRS FUELHH
2025-10-01T03:30:00Z,Hydro,227.000,Elexon BMRS FUELHH
2025-10-01T03:30:00Z,Imports & Exports,942.000,Elexon BMRS FUELHH
2025-10-01T03:30:00Z,Nuclear,2517.000,Elexon BMRS FUELHH
2025-10-01T03:30:00Z,Other,390.000,Elexon BMRS FUELHH
2025-10-01T03:30:00Z,Pumped Storage,-538.000,Elexon BMRS FUELHH
2025-10-01T03:30:00Z,Wind,7110.000,Elexon BMRS FUELHH
2025-10-01T04:00:00Z,Biomass,3323.000,Elexon BMRS FUELHH
2025-10-01T04:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T04:00:00Z,Gas,7113.000,Elexon BMRS FUELHH
2025-10-01T04:00:00Z,Hydro,244.000,Elexon BMRS FUELHH
2025-10-01T04:00:00Z,Imports & Exports,746.000,Elexon BMRS FUELHH
2025-10-01T04:00:00Z,Nuclear,2514.000,Elexon BMRS FUELHH
2025-10-01T04:00:00Z,Other,641.000,Elexon BMRS FUELHH
2025-10-01T04:00:00Z,Pumped Storage,-436.000,Elexon BMRS FUELHH
2025-10-01T04:00:00Z,Wind,7162.000,Elexon BMRS FUELHH
2025-10-01T04:30:00Z,Biomass,3321.000,Elexon BMRS FUELHH
2025-10-01T04:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T04:30:00Z,Gas,8225.000,Elexon BMRS FUELHH
2025-10-01T04:30:00Z,Hydro,249.000,Elexon BMRS FUELHH
2025-10-01T04:30:00Z,Imports & Exports,580.000,Elexon BMRS FUELHH
2025-10-01T04:30:00Z,Nuclear,2516.000,Elexon BMRS FUELHH
2025-10-01T04:30:00Z,Other,624.000,Elexon BMRS FUELHH
2025-10-01T04:30:00Z,Pumped Storage,-352.000,Elexon BMRS FUELHH
2025-10-01T04:30:00Z,Wind,7163.000,Elexon BMRS FUELHH
2025-10-01T05:00:00Z,Biomass,3322.000,Elexon BMRS FUELHH
2025-10-01T05:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T05:00:00Z,Gas,10397.000,Elexon BMRS FUELHH
2025-10-01T05:00:00Z,Hydro,313.000,Elexon BMRS FUELHH
2025-10-01T05:00:00Z,Imports & Exports,98.000,Elexon BMRS FUELHH
2025-10-01T05:00:00Z,Nuclear,2514.000,Elexon BMRS FUELHH
2025-10-01T05:00:00Z,Other,588.000,Elexon BMRS FUELHH
2025-10-01T05:00:00Z,Pumped Storage,-114.000,Elexon BMRS FUELHH
2025-10-01T05:00:00Z,Wind,7411.000,Elexon BMRS FUELHH
2025-10-01T05:30:00Z,Biomass,3322.000,Elexon BMRS FUELHH
2025-10-01T05:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T05:30:00Z,Gas,12321.000,Elexon BMRS FUELHH
2025-10-01T05:30:00Z,Hydro,319.000,Elexon BMRS FUELHH
2025-10-01T05:30:00Z,Imports & Exports,-82.000,Elexon BMRS FUELHH
2025-10-01T05:30:00Z,Nuclear,2516.000,Elexon BMRS FUELHH
2025-10-01T05:30:00Z,Other,439.000,Elexon BMRS FUELHH
2025-10-01T05:30:00Z,Pumped Storage,104.000,Elexon BMRS FUELHH
2025-10-01T05:30:00Z,Wind,7480.000,Elexon BMRS FUELHH
2025-10-01T06:00:00Z,Biomass,3321.000,Elexon BMRS FUELHH
2025-10-01T06:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T06:00:00Z,Gas,13492.000,Elexon BMRS FUELHH
2025-10-01T06:00:00Z,Hydro,349.000,Elexon BMRS FUELHH
2025-10-01T06:00:00Z,Imports & Exports,-630.000,Elexon BMRS FUELHH
2025-10-01T06:00:00Z,Nuclear,2516.000,Elexon BMRS FUELHH
2025-10-01T06:00:00Z,Other,1141.000,Elexon BMRS FUELHH
2025-10-01T06:00:00Z,Pumped Storage,410.000,Elexon BMRS FUELHH
2025-10-01T06:00:00Z,Wind,7286.000,Elexon BMRS FUELHH
2025-10-01T06:30:00Z,Biomass,3324.000,Elexon BMRS FUELHH
2025-10-01T06:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T06:30:00Z,Gas,13538.000,Elexon BMRS FUELHH
2025-10-01T06:30:00Z,Hydro,375.000,Elexon BMRS FUELHH
2025-10-01T06:30:00Z,Imports & Exports,-768.000,Elexon BMRS FUELHH
2025-10-01T06:30:00Z,Nuclear,2512.000,Elexon BMRS FUELHH
2025-10-01T06:30:00Z,Other,1720.000,Elexon BMRS FUELHH
2025-10-01T06:30:00Z,Pumped Storage,726.000,Elexon BMRS FUELHH
2025-10-01T06:30:00Z,Wind,7193.000,Elexon BMRS FUELHH
2025-10-01T07:00:00Z,Biomass,3324.000,Elexon BMRS FUELHH
2025-10-01T07:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T07:00:00Z,Gas,12767.000,Elexon BMRS FUELHH
2025-10-01T07:00:00Z,Hydro,480.000,Elexon BMRS FUELHH
2025-10-01T07:00:00Z,Imports & Exports,1856.000,Elexon BMRS FUELHH
2025-10-01T07:00:00Z,Nuclear,2516.000,Elexon BMRS FUELHH
2025-10-01T07:00:00Z,Other,1290.000,Elexon BMRS FUELHH
2025-10-01T07:00:00Z,Pumped Storage,518.000,Elexon BMRS FUELHH
2025-10-01T07:00:00Z,Wind,7015.000,Elexon BMRS FUELHH
2025-10-01T07:30:00Z,Biomass,3322.000,Elexon BMRS FUELHH
2025-10-01T07:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T07:30:00Z,Gas,12734.000,Elexon BMRS FUELHH
2025-10-01T07:30:00Z,Hydro,510.000,Elexon BMRS FUELHH
2025-10-01T07:30:00Z,Imports & Exports,2054.000,Elexon BMRS FUELHH
2025-10-01T07:30:00Z,Nuclear,2511.000,Elexon BMRS FUELHH
2025-10-01T07:30:00Z,Other,1224.000,Elexon BMRS FUELHH
2025-10-01T07:30:00Z,Pumped Storage,492.000,Elexon BMRS FUELHH
2025-10-01T07:30:00Z,Wind,6976.000,Elexon BMRS FUELHH
2025-10-01T08:00:00Z,Biomass,3277.000,Elexon BMRS FUELHH
2025-10-01T08:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T08:00:00Z,Gas,12043.000,Elexon BMRS FUELHH
2025-10-01T08:00:00Z,Hydro,350.000,Elexon BMRS FUELHH
2025-10-01T08:00:00Z,Imports & Exports,4762.000,Elexon BMRS FUELHH
2025-10-01T08:00:00Z,Nuclear,2510.000,Elexon BMRS FUELHH
2025-10-01T08:00:00Z,Other,765.000,Elexon BMRS FUELHH
2025-10-01T08:00:00Z,Pumped Storage,492.000,Elexon BMRS FUELHH
2025-10-01T08:00:00Z,Wind,6791.000,Elexon BMRS FUELHH
2025-10-01T08:30:00Z,Biomass,3213.000,Elexon BMRS FUELHH
2025-10-01T08:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2025-10-01T08:30:00Z,Gas,12301.000,Elexon BMRS FUELHH
2025-10-01T08:30:00Z,Hydro,331.000,Elexon BMRS FUELHH
2025-10-01T08:30:00Z,Imports & Exports,4980.000,Elexon BMRS FUELHH
2025-10-01T08:30:00Z,Nuclear,2506.000,Elexon BMRS FUELHH
2025-10-01T08:30:00Z,Other,676.000,Elexon BMRS FUELHH
2025-10-01T08:30:00Z,Pumped Storage,340.000,Elexon BMRS FUELHH
2025-10-01T08:30:00Z,Wind,6709.000,Elexon BMRS FUELHH
