source,periodStartUTC,fuelType,generationMW,publishTimeUTC,fetchedAtUTC
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,BIOMASS,3173.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,CCGT,4248.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,COAL,0.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,INTELEC,-79.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,INTEW,-310.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,INTFR,-460.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,INTGRNL,-397.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,INTIFA2,-330.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,INTIRL,-346.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,INTNED,-1073.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,INTNEM,-1022.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,INTNSL,670.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,INTVKL,1093.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,NPSHYD,632.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,NUCLEAR,4157.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,OCGT,4.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,OIL,0.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,OTHER,262.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,PS,-1158.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Sheffield Solar PVLive,2025-12-01T00:00:00Z,SOLAR,0.000,,2026-06-12T00:01:55.407417Z
Elexon BMRS FUELINST,2025-12-01T00:00:00Z,WIND,15618.000,2025-12-01T00:05:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,BIOMASS,3178.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,CCGT,4475.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,COAL,0.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,INTELEC,-105.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,INTEW,-335.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,INTFR,-400.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,INTGRNL,-423.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,INTIFA2,-357.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,INTIRL,-371.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,INTNED,-1072.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,INTNEM,-1021.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,INTNSL,557.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,INTVKL,978.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,NPSHYD,630.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,NUCLEAR,4157.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,OCGT,4.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
Elexon BMRS FUELINST,2025-12-01T00:05:00Z,OIL,0.000,2025-12-01T00:10:00Z,2026-06-12T00:01:55.075689Z
