time,technology,generationMW,source
2019-10-31T23:30:00Z,Biomass,2370.000,Elexon BMRS FUELHH
2019-10-31T23:30:00Z,Coal,249.000,Elexon BMRS FUELHH
2019-10-31T23:30:00Z,Gas,8942.000,Elexon BMRS FUELHH
2019-10-31T23:30:00Z,Hydro,287.000,Elexon BMRS FUELHH
2019-10-31T23:30:00Z,Imports & Exports,2364.000,Elexon BMRS FUELHH
2019-10-31T23:30:00Z,Nuclear,6628.000,Elexon BMRS FUELHH
2019-10-31T23:30:00Z,Other,110.000,Elexon BMRS FUELHH
2019-10-31T23:30:00Z,Pumped Storage,-14.000,Elexon BMRS FUELHH
2019-10-31T23:30:00Z,Wind,6196.000,Elexon BMRS FUELHH
2019-11-01T00:00:00Z,Biomass,2366.000,Elexon BMRS FUELHH
2019-11-01T00:00:00Z,Coal,250.000,Elexon BMRS FUELHH
2019-11-01T00:00:00Z,Gas,8718.000,Elexon BMRS FUELHH
2019-11-01T00:00:00Z,Hydro,256.000,Elexon BMRS FUELHH
2019-11-01T00:00:00Z,Imports & Exports,2356.000,Elexon BMRS FUELHH
2019-11-01T00:00:00Z,Nuclear,6617.000,Elexon BMRS FUELHH
2019-11-01T00:00:00Z,Other,109.000,Elexon BMRS FUELHH
2019-11-01T00:00:00Z,Pumped Storage,-14.000,Elexon BMRS FUELHH
2019-11-01T00:00:00Z,Wind,5995.000,Elexon BMRS FUELHH
2019-11-01T00:30:00Z,Biomass,2347.000,Elexon BMRS FUELHH
2019-11-01T00:30:00Z,Coal,249.000,Elexon BMRS FUELHH
2019-11-01T00:30:00Z,Gas,8883.000,Elexon BMRS FUELHH
2019-11-01T00:30:00Z,Hydro,249.000,Elexon BMRS FUELHH
2019-11-01T00:30:00Z,Imports & Exports,2432.000,Elexon BMRS FUELHH
2019-11-01T00:30:00Z,Nuclear,6612.000,Elexon BMRS FUELHH
2019-11-01T00:30:00Z,Other,108.000,Elexon BMRS FUELHH
2019-11-01T00:30:00Z,Pumped Storage,0.000,Elexon BMRS FUELHH
2019-11-01T00:30:00Z,Wind,5882.000,Elexon BMRS FUELHH
2019-11-01T01:00:00Z,Biomass,2341.000,Elexon BMRS FUELHH
2019-11-01T01:00:00Z,Coal,249.000,Elexon BMRS FUELHH
2019-11-01T01:00:00Z,Gas,9257.000,Elexon BMRS FUELHH
2019-11-01T01:00:00Z,Hydro,248.000,Elexon BMRS FUELHH
2019-11-01T01:00:00Z,Imports & Exports,1980.000,Elexon BMRS FUELHH
2019-11-01T01:00:00Z,Nuclear,6615.000,Elexon BMRS FUELHH
2019-11-01T01:00:00Z,Other,108.000,Elexon BMRS FUELHH
2019-11-01T01:00:00Z,Pumped Storage,20.000,Elexon BMRS FUELHH
2019-11-01T01:00:00Z,Wind,5531.000,Elexon BMRS FUELHH
2019-11-01T01:30:00Z,Biomass,2331.000,Elexon BMRS FUELHH
2019-11-01T01:30:00Z,Coal,249.000,Elexon BMRS FUELHH
2019-11-01T01:30:00Z,Gas,8863.000,Elexon BMRS FUELHH
2019-11-01T01:30:00Z,Hydro,248.000,Elexon BMRS FUELHH
2019-11-01T01:30:00Z,Imports & Exports,2042.000,Elexon BMRS FUELHH
2019-11-01T01:30:00Z,Nuclear,6615.000,Elexon BMRS FUELHH
2019-11-01T01:30:00Z,Other,108.000,Elexon BMRS FUELHH
2019-11-01T01:30:00Z,Pumped Storage,-174.000,Elexon BMRS FUELHH
2019-11-01T01:30:00Z,Wind,5333.000,Elexon BMRS FUELHH
2019-11-01T02:00:00Z,Biomass,2332.000,Elexon BMRS FUELHH
2019-11-01T02:00:00Z,Coal,249.000,Elexon BMRS FUELHH
2019-11-01T02:00:00Z,Gas,9272.000,Elexon BMRS FUELHH
2019-11-01T02:00:00Z,Hydro,247.000,Elexon BMRS FUELHH
