source,periodStartUTC,fuelType,generationMW,publishTimeUTC,fetchedAtUTC
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,BIOMASS,1679.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,CCGT,14321.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,COAL,0.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,INTEW,-192.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,INTFR,2003.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,INTIFA2,991.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,INTIRL,-393.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,INTNED,1063.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,INTNEM,1000.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,INTNSL,0.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,NPSHYD,411.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,NUCLEAR,3908.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,OCGT,37.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,OIL,0.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,OTHER,113.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,PS,-998.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Sheffield Solar PVLive,2021-03-01T00:00:00Z,SOLAR,0.000,,2026-06-07T23:22:14.791744Z
Elexon BMRS FUELINST,2021-03-01T00:00:00Z,WIND,1543.000,2021-03-01T00:05:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:05:00Z,BIOMASS,1680.000,2021-03-01T00:10:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:05:00Z,CCGT,14385.000,2021-03-01T00:10:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:05:00Z,COAL,0.000,2021-03-01T00:10:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:05:00Z,INTEW,-167.000,2021-03-01T00:10:00Z,2026-06-07T23:22:14.278227Z
Elexon BMRS FUELINST,2021-03-01T00:05:00Z,INTFR,2003.000,2021-03-01T00:10:00Z,2026-06-07T23:22:14.278227Z
