time,technology,generationMW,source
2026-01-01T00:00:00Z,Biomass,1724.000,Elexon BMRS FUELHH
2026-01-01T00:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2026-01-01T00:00:00Z,Gas,6470.000,Elexon BMRS FUELHH
2026-01-01T00:00:00Z,Hydro,377.000,Elexon BMRS FUELHH
2026-01-01T00:00:00Z,Imports & Exports,-592.000,Elexon BMRS FUELHH
2026-01-01T00:00:00Z,Nuclear,4092.000,Elexon BMRS FUELHH
2026-01-01T00:00:00Z,Other,549.000,Elexon BMRS FUELHH
2026-01-01T00:00:00Z,Pumped Storage,-454.000,Elexon BMRS FUELHH
2026-01-01T00:00:00Z,Wind,13756.000,Elexon BMRS FUELHH
2026-01-01T00:30:00Z,Biomass,1730.000,Elexon BMRS FUELHH
2026-01-01T00:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2026-01-01T00:30:00Z,Gas,6853.000,Elexon BMRS FUELHH
2026-01-01T00:30:00Z,Hydro,375.000,Elexon BMRS FUELHH
2026-01-01T00:30:00Z,Imports & Exports,-544.000,Elexon BMRS FUELHH
2026-01-01T00:30:00Z,Nuclear,4092.000,Elexon BMRS FUELHH
2026-01-01T00:30:00Z,Other,716.000,Elexon BMRS FUELHH
2026-01-01T00:30:00Z,Pumped Storage,-456.000,Elexon BMRS FUELHH
2026-01-01T00:30:00Z,Wind,13873.000,Elexon BMRS FUELHH
2026-01-01T01:00:00Z,Biomass,1868.000,Elexon BMRS FUELHH
2026-01-01T01:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2026-01-01T01:00:00Z,Gas,6827.000,Elexon BMRS FUELHH
2026-01-01T01:00:00Z,Hydro,364.000,Elexon BMRS FUELHH
2026-01-01T01:00:00Z,Imports & Exports,-1352.000,Elexon BMRS FUELHH
2026-01-01T01:00:00Z,Nuclear,4126.000,Elexon BMRS FUELHH
2026-01-01T01:00:00Z,Other,703.000,Elexon BMRS FUELHH
2026-01-01T01:00:00Z,Pumped Storage,-548.000,Elexon BMRS FUELHH
2026-01-01T01:00:00Z,Wind,14036.000,Elexon BMRS FUELHH
2026-01-01T01:30:00Z,Biomass,1769.000,Elexon BMRS FUELHH
2026-01-01T01:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2026-01-01T01:30:00Z,Gas,6526.000,Elexon BMRS FUELHH
2026-01-01T01:30:00Z,Hydro,345.000,Elexon BMRS FUELHH
2026-01-01T01:30:00Z,Imports & Exports,-1410.000,Elexon BMRS FUELHH
2026-01-01T01:30:00Z,Nuclear,4168.000,Elexon BMRS FUELHH
2026-01-01T01:30:00Z,Other,624.000,Elexon BMRS FUELHH
2026-01-01T01:30:00Z,Pumped Storage,-634.000,Elexon BMRS FUELHH
2026-01-01T01:30:00Z,Wind,14077.000,Elexon BMRS FUELHH
2026-01-01T02:00:00Z,Biomass,1721.000,Elexon BMRS FUELHH
2026-01-01T02:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2026-01-01T02:00:00Z,Gas,6046.000,Elexon BMRS FUELHH
2026-01-01T02:00:00Z,Hydro,284.000,Elexon BMRS FUELHH
2026-01-01T02:00:00Z,Imports & Exports,-1044.000,Elexon BMRS FUELHH
2026-01-01T02:00:00Z,Nuclear,4199.000,Elexon BMRS FUELHH
2026-01-01T02:00:00Z,Other,347.000,Elexon BMRS FUELHH
2026-01-01T02:00:00Z,Pumped Storage,-844.000,Elexon BMRS FUELHH
2026-01-01T02:00:00Z,Wind,14185.000,Elexon BMRS FUELHH
2026-01-01T02:30:00Z,Biomass,1634.000,Elexon BMRS FUELHH
2026-01-01T02:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2026-01-01T02:30:00Z,Gas,5906.000,Elexon BMRS FUELHH
2026-01-01T02:30:00Z,Hydro,275.000,Elexon BMRS FUELHH
2026-01-01T02:30:00Z,Imports & Exports,-1066.000,Elexon BMRS FUELHH
2026-01-01T02:30:00Z,Nuclear,4212.000,Elexon BMRS FUELHH
2026-01-01T02:30:00Z,Other,168.000,Elexon BMRS FUELHH
2026-01-01T02:30:00Z,Pumped Storage,-800.000,Elexon BMRS FUELHH
2026-01-01T02:30:00Z,Wind,14575.000,Elexon BMRS FUELHH
2026-01-01T03:00:00Z,Biomass,1417.000,Elexon BMRS FUELHH
2026-01-01T03:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2026-01-01T03:00:00Z,Gas,5414.000,Elexon BMRS FUELHH
2026-01-01T03:00:00Z,Hydro,244.000,Elexon BMRS FUELHH
2026-01-01T03:00:00Z,Imports & Exports,-1724.000,Elexon BMRS FUELHH
2026-01-01T03:00:00Z,Nuclear,4211.000,Elexon BMRS FUELHH
2026-01-01T03:00:00Z,Other,320.000,Elexon BMRS FUELHH
2026-01-01T03:00:00Z,Pumped Storage,-1000.000,Elexon BMRS FUELHH
2026-01-01T03:00:00Z,Wind,14942.000,Elexon BMRS FUELHH
2026-01-01T03:30:00Z,Biomass,1416.000,Elexon BMRS FUELHH
2026-01-01T03:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2026-01-01T03:30:00Z,Gas,5132.000,Elexon BMRS FUELHH
2026-01-01T03:30:00Z,Hydro,242.000,Elexon BMRS FUELHH
2026-01-01T03:30:00Z,Imports & Exports,-1784.000,Elexon BMRS FUELHH
2026-01-01T03:30:00Z,Nuclear,4210.000,Elexon BMRS FUELHH
2026-01-01T03:30:00Z,Other,199.000,Elexon BMRS FUELHH
2026-01-01T03:30:00Z,Pumped Storage,-996.000,Elexon BMRS FUELHH
2026-01-01T03:30:00Z,Wind,15264.000,Elexon BMRS FUELHH
