source,periodStartUTC,fuelType,generationMW,publishTimeUTC,fetchedAtUTC
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,BIOMASS,449.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,CCGT,2714.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,COAL,514.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,INTELEC,998.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,INTEW,-529.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,INTFR,630.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,INTIFA2,905.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,INTIRL,-451.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,INTNED,-894.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,INTNEM,252.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,INTNSL,351.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,NPSHYD,343.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,NUCLEAR,5731.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,OCGT,0.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,OIL,0.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,OTHER,137.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,PS,-1250.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Sheffield Solar PVLive,2023-01-01T00:00:00Z,SOLAR,0.000,,2026-06-09T23:44:49.612948Z
Elexon BMRS FUELINST,2023-01-01T00:00:00Z,WIND,11580.000,2023-01-01T00:05:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,BIOMASS,450.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,CCGT,2922.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,COAL,587.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,INTELEC,998.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,INTEW,-529.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,INTFR,597.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,INTIFA2,903.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,INTIRL,-451.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,INTNED,-898.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,INTNEM,252.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,INTNSL,237.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,NPSHYD,340.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,NUCLEAR,5722.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,OCGT,0.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,OIL,0.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,OTHER,170.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,PS,-1462.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:05:00Z,WIND,11651.000,2023-01-01T00:10:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,BIOMASS,448.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,CCGT,3081.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,COAL,580.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,INTELEC,998.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,INTEW,-528.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,INTFR,597.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,INTIFA2,903.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,INTIRL,-451.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,INTNED,-898.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,INTNEM,252.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,INTNSL,180.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,NPSHYD,341.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,NUCLEAR,5717.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,OCGT,0.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,OIL,0.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,OTHER,142.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,PS,-1472.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:10:00Z,WIND,11669.000,2023-01-01T00:15:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,BIOMASS,449.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,CCGT,3062.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,COAL,570.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,INTELEC,998.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,INTEW,-529.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,INTFR,597.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,INTIFA2,903.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,INTIRL,-451.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,INTNED,-898.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,INTNEM,252.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,INTNSL,180.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,NPSHYD,340.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,NUCLEAR,5714.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,OCGT,0.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,OIL,0.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,OTHER,139.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,PS,-1476.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:15:00Z,WIND,11818.000,2023-01-01T00:20:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:20:00Z,BIOMASS,449.000,2023-01-01T00:25:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:20:00Z,CCGT,3012.000,2023-01-01T00:25:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:20:00Z,COAL,587.000,2023-01-01T00:25:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:20:00Z,INTELEC,998.000,2023-01-01T00:25:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:20:00Z,INTEW,-530.000,2023-01-01T00:25:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:20:00Z,INTFR,597.000,2023-01-01T00:25:00Z,2026-06-09T23:44:48.721271Z
Elexon BMRS FUELINST,2023-01-01T00:20:00Z,INTIFA2,903.000,2023-01-01T00:25:00Z,2026-06-09T23:44:48.721271Z
