time,technology,generationMW,source
2020-12-31T23:30:00Z,Biomass,3116.000,Elexon BMRS FUELHH
2020-12-31T23:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2020-12-31T23:30:00Z,Gas,11202.000,Elexon BMRS FUELHH
2020-12-31T23:30:00Z,Hydro,404.000,Elexon BMRS FUELHH
2020-12-31T23:30:00Z,Imports & Exports,3468.000,Elexon BMRS FUELHH
2020-12-31T23:30:00Z,Nuclear,5951.000,Elexon BMRS FUELHH
2020-12-31T23:30:00Z,Other,186.000,Elexon BMRS FUELHH
2020-12-31T23:30:00Z,Pumped Storage,-16.000,Elexon BMRS FUELHH
2020-12-31T23:30:00Z,Wind,4733.000,Elexon BMRS FUELHH
2021-01-01T00:00:00Z,Biomass,3116.000,Elexon BMRS FUELHH
2021-01-01T00:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2021-01-01T00:00:00Z,Gas,11338.000,Elexon BMRS FUELHH
2021-01-01T00:00:00Z,Hydro,383.000,Elexon BMRS FUELHH
2021-01-01T00:00:00Z,Imports & Exports,3428.000,Elexon BMRS FUELHH
2021-01-01T00:00:00Z,Nuclear,5955.000,Elexon BMRS FUELHH
2021-01-01T00:00:00Z,Other,192.000,Elexon BMRS FUELHH
2021-01-01T00:00:00Z,Pumped Storage,-18.000,Elexon BMRS FUELHH
2021-01-01T00:00:00Z,Wind,4489.000,Elexon BMRS FUELHH
2021-01-01T00:30:00Z,Biomass,3115.000,Elexon BMRS FUELHH
2021-01-01T00:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2021-01-01T00:30:00Z,Gas,11497.000,Elexon BMRS FUELHH
2021-01-01T00:30:00Z,Hydro,379.000,Elexon BMRS FUELHH
2021-01-01T00:30:00Z,Imports & Exports,3572.000,Elexon BMRS FUELHH
2021-01-01T00:30:00Z,Nuclear,5951.000,Elexon BMRS FUELHH
2021-01-01T00:30:00Z,Other,184.000,Elexon BMRS FUELHH
2021-01-01T00:30:00Z,Pumped Storage,-14.000,Elexon BMRS FUELHH
2021-01-01T00:30:00Z,Wind,4351.000,Elexon BMRS FUELHH
2021-01-01T01:00:00Z,Biomass,3105.000,Elexon BMRS FUELHH
2021-01-01T01:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2021-01-01T01:00:00Z,Gas,10863.000,Elexon BMRS FUELHH
2021-01-01T01:00:00Z,Hydro,349.000,Elexon BMRS FUELHH
2021-01-01T01:00:00Z,Imports & Exports,3570.000,Elexon BMRS FUELHH
2021-01-01T01:00:00Z,Nuclear,5947.000,Elexon BMRS FUELHH
2021-01-01T01:00:00Z,Other,191.000,Elexon BMRS FUELHH
2021-01-01T01:00:00Z,Pumped Storage,-20.000,Elexon BMRS FUELHH
2021-01-01T01:00:00Z,Wind,4258.000,Elexon BMRS FUELHH
2021-01-01T01:30:00Z,Biomass,3114.000,Elexon BMRS FUELHH
2021-01-01T01:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2021-01-01T01:30:00Z,Gas,10248.000,Elexon BMRS FUELHH
2021-01-01T01:30:00Z,Hydro,334.000,Elexon BMRS FUELHH
2021-01-01T01:30:00Z,Imports & Exports,3568.000,Elexon BMRS FUELHH
2021-01-01T01:30:00Z,Nuclear,5951.000,Elexon BMRS FUELHH
2021-01-01T01:30:00Z,Other,186.000,Elexon BMRS FUELHH
2021-01-01T01:30:00Z,Pumped Storage,-256.000,Elexon BMRS FUELHH
2021-01-01T01:30:00Z,Wind,4265.000,Elexon BMRS FUELHH
2021-01-01T02:00:00Z,Biomass,3116.000,Elexon BMRS FUELHH
2021-01-01T02:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2021-01-01T02:00:00Z,Gas,9656.000,Elexon BMRS FUELHH
2021-01-01T02:00:00Z,Hydro,328.000,Elexon BMRS FUELHH
2021-01-01T02:00:00Z,Imports & Exports,3512.000,Elexon BMRS FUELHH
2021-01-01T02:00:00Z,Nuclear,5951.000,Elexon BMRS FUELHH
2021-01-01T02:00:00Z,Other,185.000,Elexon BMRS FUELHH
2021-01-01T02:00:00Z,Pumped Storage,-576.000,Elexon BMRS FUELHH
2021-01-01T02:00:00Z,Wind,4365.000,Elexon BMRS FUELHH
2021-01-01T02:30:00Z,Biomass,3116.000,Elexon BMRS FUELHH
2021-01-01T02:30:00Z,Coal,0.000,Elexon BMRS FUELHH
2021-01-01T02:30:00Z,Gas,9172.000,Elexon BMRS FUELHH
2021-01-01T02:30:00Z,Hydro,327.000,Elexon BMRS FUELHH
2021-01-01T02:30:00Z,Imports & Exports,3524.000,Elexon BMRS FUELHH
2021-01-01T02:30:00Z,Nuclear,5952.000,Elexon BMRS FUELHH
2021-01-01T02:30:00Z,Other,192.000,Elexon BMRS FUELHH
2021-01-01T02:30:00Z,Pumped Storage,-856.000,Elexon BMRS FUELHH
2021-01-01T02:30:00Z,Wind,4466.000,Elexon BMRS FUELHH
2021-01-01T03:00:00Z,Biomass,3115.000,Elexon BMRS FUELHH
2021-01-01T03:00:00Z,Coal,0.000,Elexon BMRS FUELHH
2021-01-01T03:00:00Z,Gas,9246.000,Elexon BMRS FUELHH
